,Tenure,Age,Contacts,Income,Bandwidth_GB_Year,Yearly_equip_failure,Tablet,Gender,Techie
9173,64.72745,59,0,19224.86,5758.399584,0,1,2,0
1807,6.577676916,20,1,23660.7,1329.24842,1,0,2,0
5111,53.40027,24,0,62700.71,4656.466477,0,1,2,0
3989,13.21976,42,0,116396.5,1680.40703,0,0,0,0
3455,23.08359,74,0,57552.27,2352.994051,2,1,1,0
2907,16.25655,70,0,38731.74,1722.032536,0,1,1,0
6651,53.34051,81,0,74294.77,4639.169217,0,0,1,0
8287,71.50838,41,0,23120.09,6273.914368,0,0,1,0
6244,48.82198,40,1,50058.12,4853.390396,1,0,1,0
2697,1.989684,38,1,18967.02,714.7114049,0,0,2,0
4016,22.48816,31,1,12265.71,2470.214952,1,1,1,0
4339,13.21733,78,0,65564.74,1599.616413,1,0,2,1
4645,13.21297,25,0,46766.41,1743.325286,1,0,1,1
7739,63.07329,84,1,68825.55,5608.639508,0,0,1,1
7091,71.14613,77,2,12804.72,6733.970943,2,1,1,0
4692,14.58336,55,2,29360.19,1581.65754,0,0,1,0
1739,17.34018575,35,0,51510.02,2196.151925,2,1,1,0
5406,43.41671,89,1,19680.77,4108.848897,2,1,1,0
4588,14.41788,19,2,11943.45,1872.389857,1,0,1,0
3125,8.201372,22,1,54010.14,1822.362908,0,0,2,1
2157,2.748652,65,3,4795.94,840.6246629,0,1,1,1
5333,67.34157,88,2,39157.83,5731.345598,0,1,2,1
8636,53.49096,22,0,51024.09,5200.58921,1,0,2,0
1825,1.251588197,35,2,38328.57,661.2094379,0,1,1,0
4230,9.031197,41,1,12021.28,1109.677542,1,0,2,0
3487,2.942683,47,1,11047.8,868.7530886,0,1,2,1
9053,64.99061,46,1,6047.31,5878.566682,0,0,1,0
9768,69.08879,64,0,17983.82,6954.344959,1,0,1,0
3647,20.87125,21,1,71254.24,2441.911507,1,0,1,0
5902,40.12358,45,1,21089.21,4439.358981,2,0,1,0
6385,65.67297,86,0,16044.85,5761.616471,0,0,2,1
5638,71.93174,81,1,21145.92,6599.564823,2,0,1,1
6423,50.073,25,2,16960.17,4672.740002,1,0,1,0
7826,70.67499,33,1,66681.76,6682.345453,0,0,2,0
7743,69.88681,69,0,30712.74,6537.94242,0,0,1,0
3012,7.012788,65,2,34356.62,910.135775,0,0,1,0
7671,48.3857,26,2,48000.45,4724.312922,0,0,2,0
9548,47.9937,39,0,48000.03,4366.897142,0,0,1,0
9977,66.25635,51,1,117089.4,6703.314017,0,0,1,1
3080,4.267801,59,3,38867.93,1078.288288,0,0,1,0
3520,13.21355,46,0,27655.18,1973.622689,1,0,1,0
4978,8.004483,56,0,35497.4,1422.55591,1,0,2,0
7619,51.68219,62,1,26974.35,4671.903355,0,0,2,0
4347,11.20643,48,1,23184.49,1452.316701,0,0,1,1
8440,63.70616,35,0,52337.71,5602.325929,0,0,2,0
1346,7.912612583,66,1,36635.39,1154.565474,0,0,1,0
7087,63.64488,85,1,66002.64,5991.256643,0,1,2,0
8947,70.43935,32,2,57567.11,6484.571924,1,1,2,0
5651,61.91778,39,0,38381.92,5672.644392,0,0,2,0
8081,68.34459,46,2,22585.74,6356.677859,2,1,2,0
1791,2.542844079,21,2,12908.78,1467.981883,0,1,2,0
7428,63.95686,59,1,50956.85,5461.972077,1,0,2,1
9579,64.59012,33,1,49464.15,6073.965344,0,1,2,0
9959,43.47717,70,1,27068.65,3935.280548,0,0,1,0
2270,7.944389,86,0,43824.26,1237.129631,0,0,1,0
9766,48.2368,65,0,9539.0,4363.777277,0,0,1,0
2955,16.12811,44,0,104362.5,2138.11032,0,1,2,0
3443,4.193947,21,0,35876.08,1242.428824,0,0,2,0
7735,56.77763,27,1,73031.71,4909.571736,1,1,2,0
833,4.607336316,18,0,3401.06,766.7921091,2,0,2,0
6498,68.61371,28,0,33352.93,5959.938845,1,0,1,0
2991,5.526815,29,0,16226.12,1233.655272,0,0,2,0
7792,45.91152,57,0,27210.96,4522.635377,1,0,1,0
2150,5.099454,87,4,36532.31,1362.860416,0,0,2,0
4022,10.94068,32,0,34304.39,1326.472227,1,0,0,0
7614,62.30113,88,1,23239.53,5352.201748,0,0,1,0
6123,67.73428,82,2,22121.83,5767.903799,2,0,2,1
3338,8.301576,89,1,93936.05,1436.945723,1,1,1,0
4343,11.19005,54,0,18231.63,1380.517356,1,0,2,0
4463,6.403708,82,0,28823.65,1649.105838,0,1,1,0
2375,2.590677,82,0,38069.49,325.5857485,0,0,0,0
9043,60.98712,19,2,16283.13,5985.552522,0,0,2,0
5570,61.42037,18,4,21400.67,6062.895419,0,1,1,0
8598,55.65515,53,1,57408.39,5019.79687,0,0,2,0
8503,55.02676,64,2,57498.9,5234.71552,1,0,1,0
8879,63.58076,35,1,9682.42,5329.635404,0,1,2,0
1886,2.678577227,69,1,10584.2,497.4668116,2,0,1,0
1197,19.25835701,69,0,35524.46,2623.835938,1,1,1,0
6426,68.60052,26,2,5911.41,6174.634632,0,0,2,0
8910,59.78823,51,2,22019.29,5156.890432,1,0,2,0
2935,4.799511,83,3,33172.33,792.3707277,0,0,2,0
6341,59.05725,59,1,97916.45,5888.86414,0,0,1,0
1429,16.78883402,28,2,24984.75,1982.607316,1,0,2,0
6306,66.21435,55,0,25532.76,5689.932511,3,0,2,0
3649,10.86612,51,1,1062.32,1209.964607,1,0,1,0
1937,11.04013684,24,2,137589.2,1281.961793,0,0,1,0
5171,71.84774,19,0,14260.84,6304.298349,1,0,2,1
7763,66.80803,58,1,14493.87,5679.413102,1,1,2,0
6392,67.32753,30,0,11786.95,6451.646223,1,0,2,0
1153,7.077999389,70,0,27430.39,1636.158987,1,0,1,0
6249,52.40318,66,1,72212.97,4866.033533,1,0,1,1
7036,60.88815,24,1,32397.32,6096.201472,0,0,2,0
4228,19.39623,39,3,8330.58,2425.973996,2,1,2,0
4974,11.54316,67,2,15629.94,1562.246266,1,0,2,0
6400,49.30109,21,1,48844.65,4812.411802,0,0,1,0
3639,23.28091,66,3,42965.51,2291.020179,0,0,1,0
3971,5.377803,76,1,65782.7,1465.534225,0,1,1,0
9593,70.14018,54,0,17391.03,6147.578157,1,0,2,0
3375,18.11168,58,0,16333.38,1884.134154,0,0,1,0
2486,2.919931,84,0,76925.67,899.976724,1,0,1,0
6953,66.62187,86,1,26961.29,5878.826599,0,1,2,0
605,1.504124801,32,3,29361.24,729.7054333,1,0,2,0
7443,65.80384,45,0,31525.05,6823.312804,0,0,1,1
5927,65.06381,30,1,19863.77,5512.596647,0,1,2,0
2453,5.395611,28,0,24072.56,1122.653549,0,0,2,0
3608,16.43691,49,3,50538.21,2026.924358,0,0,2,0
1483,7.822562679,75,1,12622.46,732.0802458,0,0,2,0
4518,4.457562,53,2,15625.86,983.5423493,1,0,1,0
3037,5.97747,35,0,38418.96,1177.477272,0,0,1,0
9351,70.81829,71,1,53535.21,6499.362155,0,0,2,0
7691,63.17917,39,4,14128.58,6265.527896,0,0,2,0
4115,9.710957,37,0,13342.18,1175.07987,0,0,1,0
1426,10.3444125,20,0,23702.37,1690.990907,0,0,1,0
496,13.86188691,25,1,20789.86,1874.789062,0,0,1,0
3352,7.439729,21,0,5288.46,1033.91479,1,0,2,0
8793,61.82003,24,1,91326.09,5640.896253,0,0,1,0
758,3.248169927,74,0,17520.23,991.7633623,1,1,2,0
837,23.956929,19,1,23299.98,2653.32821,1,1,2,0
4326,6.246694,54,1,23513.12,638.1637463,1,0,1,0
2127,1.789614,69,3,40134.85,568.2599017,1,0,1,1
1022,19.03625416,86,0,43552.14,2220.436194,0,0,2,0
8761,46.38454,56,1,51834.27,3971.648787,0,0,2,0
5613,70.02121,45,0,7998.07,6274.153212,0,0,2,0
5580,41.09169,48,0,13039.56,3653.559021,0,0,2,0
1057,14.45990083,18,0,28589.45,1911.782207,0,0,2,0
9541,52.78581,71,1,20117.04,4782.774479,0,0,1,0
6855,64.18445,50,2,29274.73,6247.745906,0,1,1,0
7348,56.56864,51,0,49188.96,4995.058092,0,0,1,0
9044,46.07603,34,1,48598.8,4275.297726,0,0,1,0
2128,5.943865,30,1,54713.59,1039.286045,1,0,2,0
2766,4.600047,47,3,17430.05,649.075085,1,0,2,0
2108,6.765777,29,0,34098.95,978.9249944,0,1,2,0
3616,4.415788,51,0,28367.56,655.9249473,0,0,2,0
1544,2.701548767,35,0,20827.61,895.2266874,1,1,1,0
6913,52.62406,56,1,8357.33,4663.298678,0,0,1,0
1718,2.667736094,33,1,76046.62,548.9193645,0,1,1,1
7434,63.70026,87,1,20009.09,5562.243986,1,0,1,0
7364,64.29675,45,0,66987.12,6432.95498,1,0,2,0
6234,63.78741,88,2,55285.5,5939.401407,2,0,1,1
724,9.758067608,49,2,96022.76,1619.817463,0,1,1,0
6672,69.10048,57,1,56121.37,6276.75062,0,0,1,0
8028,67.86253,20,4,19345.8,6196.873658,0,1,2,0
5491,55.90679,75,2,21198.04,5248.280009,1,0,1,0
1127,22.16579367,78,2,52729.59,1825.985724,0,1,2,0
2956,7.845114,63,1,22830.86,1305.921354,1,0,2,0
5155,50.18296,51,2,9410.18,4473.615207,0,0,1,0
4816,13.63405,68,3,43797.53,1855.223588,0,0,2,0
6201,44.16108,83,3,89224.24,3984.440452,0,0,1,0
6223,57.87341,72,0,33920.51,5655.25061,0,1,1,0
8685,67.78527,49,3,75040.63,6139.348089,0,0,1,0
7113,65.01825,33,1,6421.76,6088.936104,0,0,1,0
5274,59.238,28,0,32205.64,5256.767211,0,0,1,0
8535,68.11166,89,1,29453.49,6277.222751,1,0,2,0
3043,2.266934,61,2,37993.51,1214.128652,1,0,1,1
6911,42.38378,60,0,5378.77,3982.646072,0,0,2,0
149,7.006240694,20,2,54895.16,1124.353152,0,1,2,0
7573,48.05798,67,1,45924.54,5307.317588,1,1,2,0
4205,4.073125,57,1,11121.39,1571.964276,0,0,1,1
5492,68.37005,32,0,11981.69,6484.666128,0,0,2,0
2689,4.526424,23,1,75633.41,1395.575443,1,0,1,1
4220,1.923729,30,0,31817.36,577.0059283,0,0,2,0
9101,42.12085,62,1,13891.84,3514.589222,1,0,2,0
841,17.71637154,43,1,6169.09,1732.013844,0,0,0,0
8136,63.48369,31,1,44622.42,5677.324438,1,1,2,0
6437,64.25103,55,1,70150.34,5880.656131,0,0,1,0
9699,46.86027,28,1,16096.75,4103.155082,0,1,2,1
6199,68.6808,82,1,58102.4,5729.606483,0,0,1,0
2794,12.55315,52,0,8716.91,1357.88248,0,1,1,0
7625,71.16551,79,2,41295.47,5962.571357,0,0,2,0
8474,61.36647,76,1,43216.69,5351.472842,0,0,1,0
7889,68.31311,80,1,31450.16,6210.2238,1,0,2,0
6607,70.76841,38,1,16955.9,6336.386835,0,0,2,0
9194,55.97317,44,1,83675.85,5345.046858,1,1,2,0
8247,45.92276,58,0,18436.32,3903.920552,0,1,1,1
1392,22.56250894,23,1,22561.45,3014.958938,2,0,1,0
1921,3.259826777,28,2,29742.47,1216.35272,1,0,1,0
7018,61.19612,82,2,14677.91,5152.134556,3,1,1,0
3621,9.534696,80,1,16494.19,847.6690217,0,0,2,0
4848,4.579843,44,0,13476.42,983.1469135,0,0,2,1
2291,24.42176,26,1,7011.67,2471.127552,0,0,2,0
2133,19.87069,48,1,50354.57,2472.105638,0,0,1,0
550,5.915247686,32,1,23706.94,973.4512833,0,0,1,0
1740,7.858862202,88,2,7833.53,1207.144714,0,0,1,0
5289,62.10568,18,0,57469.38,6149.726033,1,0,1,0
1817,9.984220981,44,2,46705.86,1040.400476,0,0,1,0
4698,12.62182,22,1,29749.39,1802.889936,0,0,0,0
5181,40.35625,52,1,21008.54,3894.456441,1,0,2,0
3018,21.73641,28,1,96788.12,2371.07361,2,0,2,0
17,2.303331273,60,3,44142.81,882.0985933,0,0,1,0
1770,5.118556082,42,2,88000.08,1064.629876,0,1,2,0
1888,6.211504434,86,2,48971.18,745.0467839,0,1,1,0
2152,4.749684,25,1,4855.88,982.9569892,1,0,2,1
1642,5.070551439,59,2,83382.41,781.9302227,0,1,2,0
7846,62.4021,86,1,11050.03,5737.637102,1,0,2,0
4193,3.479316,53,2,68697.59,1254.551808,0,0,1,0
9432,51.67412,32,1,64864.98,4641.841664,0,0,1,0
8898,67.89973,69,0,25392.45,5870.59778,1,0,2,0
533,8.878536605,44,0,24202.12,1136.118286,0,0,0,0
132,8.574901206,70,1,77531.43,1442.974877,0,0,2,0
7722,66.67317,30,2,102928.6,6503.605593,1,1,1,0
8458,56.26037,25,1,43088.83,5322.61702,1,0,2,0
964,18.09905454,29,0,88584.08,1738.098524,0,0,2,0
8719,46.94667,35,0,23178.69,4471.005057,0,0,1,0
6412,64.67817,84,0,31430.08,5621.654767,0,0,1,0
8285,65.19187,76,0,25350.75,6225.526096,0,1,2,0
7853,61.91633,58,1,8091.47,5531.341307,1,1,2,0
1095,7.172070851,44,2,39504.22,1407.682723,0,0,2,1
6929,66.39976,75,0,59169.0,5642.08073,0,0,2,0
9254,70.10448,75,2,18517.07,6417.345247,1,0,2,0
1561,9.300517617,44,0,87367.88,2113.787891,0,1,1,0
1670,11.72200614,43,4,38369.68,1593.466069,0,0,2,0
6087,60.20473,75,0,17193.14,5615.851877,0,0,2,1
6669,56.08175,26,2,38727.07,5566.092166,1,0,1,0
5933,52.66447,57,0,65952.12,4724.802444,0,0,2,1
8829,58.95425,54,2,110343.8,4930.445331,0,0,1,0
7945,48.00544,59,0,22445.76,4794.505137,0,1,1,0
3508,8.187262,81,1,17165.11,808.4971819,0,0,1,0
2002,13.29584,39,2,8809.37,1392.096076,0,0,2,0
5866,55.3519,54,1,38613.42,4851.255631,1,0,1,0
168,12.07358377,58,0,87537.25,1623.045026,1,1,1,0
2588,25.72493,34,1,47017.43,2354.102724,0,0,1,0
5905,48.31617,26,1,37627.29,4697.773285,1,1,2,0
9529,70.36396,52,0,20845.37,6136.653635,0,0,2,0
6384,52.68582,81,0,39464.48,4878.104493,1,0,2,0
7824,58.50824,25,2,22427.56,5214.115508,1,0,2,0
9779,46.55588,32,0,10121.38,4232.407012,0,0,1,0
4629,15.46234,36,1,18232.01,1786.342426,0,1,2,0
8560,64.02401,87,1,37885.62,5934.141788,0,0,2,1
9291,68.79305,47,2,57304.51,5837.262258,1,1,2,0
6874,59.6819,35,1,11581.26,5346.463188,1,0,1,0
6521,42.82228,40,1,38678.23,3860.25038,1,0,2,0
8979,65.44503,24,1,43301.18,6184.758563,0,0,1,0
6647,59.25503,70,1,13887.89,5360.153324,2,0,2,0
9825,50.8022,66,0,30331.59,4815.694058,0,0,2,1
210,4.525864256,66,0,40660.84,710.7541633,1,0,1,0
5278,61.62973,86,3,5024.61,5175.585295,1,1,1,1
1919,11.92905011,30,1,116888.77,1851.152977,0,0,1,0
718,9.472450618,76,1,18301.98,1114.13669,1,0,2,0
4868,2.237136,86,0,16587.43,733.0142637,1,1,2,0
7834,59.14141,52,0,26270.48,5940.651428,0,1,1,0
1298,12.01513041,28,2,7619.18,2138.553831,0,1,2,0
9193,68.77621,85,0,61525.98,6071.79498,0,0,2,0
4617,1.76975,59,0,42452.02,483.0491679,0,1,1,0
3128,6.21102,53,0,88400.03,1494.533376,0,1,2,0
9795,46.05744,46,0,12929.43,4193.703815,0,0,1,0
3979,9.8256,80,0,5864.01,1306.270891,1,0,2,0
9924,67.09737,23,0,67050.85,6335.700634,2,1,1,0
8317,44.21572,89,1,54859.16,4222.497317,0,0,1,0
4393,21.19498,25,2,79402.83,2458.677481,1,0,0,0
1287,1.156719701,55,0,54981.51,358.4232611,1,0,2,0
4355,17.7076,27,2,11737.67,2217.378277,0,0,1,0
7013,56.50306,28,3,20255.71,5210.243584,0,0,2,0
3885,12.5247,19,0,13233.4,1555.075783,0,0,2,0
5749,43.86844,76,0,35825.11,3992.718989,0,0,1,0
9169,71.86603,61,1,50335.34,6619.456202,0,0,1,1
2407,17.76511,30,1,58912.81,2000.801151,1,0,1,0
2013,3.081551,46,0,68557.22,843.4262718,1,0,1,0
5153,68.6711,40,0,44089.97,6192.288655,0,0,2,0
8551,68.02064,43,4,26492.19,6530.78052,0,0,1,1
4376,6.708628,42,1,33471.07,1390.143881,0,0,2,0
8822,71.07998,79,1,117715.3,6522.842043,1,0,1,1
4273,7.816831,37,0,23757.46,1479.383716,0,1,2,0
5825,58.09895,29,1,21616.86,5698.426541,0,1,1,0
6699,64.67686,76,1,50038.58,5687.504971,0,0,2,1
7243,49.01677,76,1,14797.51,4249.059682,0,1,1,0
449,1.715329149,83,1,25886.2,250.9270047,0,1,2,0
2227,10.269,33,2,37615.69,1620.308367,1,1,2,0
5756,47.43916,69,1,79594.91,4526.335532,0,0,2,0
810,8.294910436,49,4,25435.29,1048.128938,0,0,2,1
4180,12.3548,79,1,86060.95,2102.1428,1,0,1,0
9000,69.35043,76,1,27917.73,5780.643396,0,0,2,0
5438,68.65945,41,0,25656.47,6503.984053,0,1,1,0
7533,52.98326,58,1,96042.29,4645.007236,0,0,1,0
6369,46.30752,86,1,32183.92,3866.67814,1,1,2,1
8416,58.34548,87,2,5043.14,5567.462774,0,1,1,0
1477,1.350108155,38,0,13867.89,411.2961627,3,0,1,0
1790,6.766267697,70,2,22812.0,1044.435554,1,1,2,0
2008,7.698157,28,1,60536.56,1683.821351,1,0,1,1
682,17.80378998,42,3,25670.71,2283.692222,1,1,1,0
2816,2.108436,27,0,6624.45,702.1831409,2,1,2,0
9431,40.8394,84,0,36517.36,3961.965984,0,1,1,0
3774,3.613493,51,0,20532.13,1385.346757,0,0,1,1
6495,70.44254,66,3,6385.6,6372.288678,0,1,2,1
8878,65.28923,43,2,49062.06,6165.048793,0,1,1,0
7361,63.42517,65,1,82191.44,5552.848067,0,0,1,0
8366,43.46156,54,2,78242.35,3871.367991,0,0,1,0
7474,64.50684,19,0,13774.14,5772.353993,1,0,1,0
46,22.25746016,23,1,132116.33,2384.885909,0,0,1,0
30,11.08287797,45,0,43383.54,1795.465729,0,0,1,0
8250,63.64621,38,0,26353.03,5503.629445,0,0,2,0
6935,64.11078,54,2,58015.98,5813.064092,1,0,2,0
1468,12.13508874,33,1,64397.56,1729.34277,0,0,1,0
1665,14.98166868,49,0,25048.77,1890.640168,0,1,1,0
1416,21.13118502,69,2,9106.57,2543.181756,0,1,1,0
6480,44.72714,85,2,47986.4,4384.720336,1,1,2,0
4852,5.695207,29,1,17134.4,1220.191739,0,1,2,0
2470,18.8572,56,1,31529.9,1819.57724,0,1,2,0
4373,8.584144,38,0,31239.87,1077.237101,0,0,1,0
8524,55.49261,49,0,47836.42,5277.646823,0,0,1,0
429,16.52138638,48,1,13148.09,1568.47416,0,0,2,0
5244,37.45999,53,1,17127.79,4019.898568,0,0,2,0
2119,14.29414,67,1,40978.57,1838.646452,0,1,2,0
385,17.52138221,62,1,29117.32,1866.966586,0,0,2,1
1945,1.235589507,70,1,30593.51,296.9963678,0,0,1,1
4224,14.91353,33,1,41130.54,1806.936325,0,0,2,0
473,9.086633107,28,3,5337.97,1118.646915,0,0,2,0
2129,11.4255,44,1,68269.35,1452.597026,0,0,1,0
6556,70.52836,59,1,27782.86,6473.783327,1,0,2,0
6998,70.69523,48,2,33547.8,6677.35743,0,0,1,0
1055,8.713385365,85,0,25434.15,1141.532192,0,0,2,0
3274,2.327566,38,0,20179.28,1117.725477,0,0,1,1
4961,5.461422,46,1,18634.17,1193.11856,0,1,1,0
5363,49.18219,32,2,17922.3,4756.00161,1,0,2,0
5816,54.23273,75,0,48524.09,4968.719293,0,0,1,0
811,29.10639477,45,1,33809.72,2678.418264,1,1,0,0
4573,8.574964,20,1,23334.38,1296.081512,0,1,1,1
6137,63.66258,34,1,113595.2,6396.483969,2,0,1,0
2388,9.388962,58,1,37869.23,1262.469988,1,1,2,0
9648,40.46026,45,1,34957.26,3693.943211,0,0,1,1
6225,70.37667,85,1,15771.28,6179.8226,0,1,2,0
111,6.577552683,48,3,9044.26,888.6517305,1,1,2,0
8909,43.5663,53,1,81087.13,4254.251624,0,0,2,0
1745,24.77634001,33,0,108059.11,2729.316361,1,0,1,0
7851,64.62103,37,3,6556.37,5748.202465,1,0,2,0
1452,6.585140105,77,0,75066.56,942.2015895,0,0,1,0
319,3.999030359,72,1,51154.34,886.340074,0,0,2,0
8593,56.70254,40,2,8855.67,5429.870356,0,0,1,0
3333,7.602068,74,0,51784.5,646.8507919,0,0,2,0
1922,12.52485764,56,1,22139.13,2138.661668,0,0,1,0
5865,67.20585,43,0,41536.3,6294.425576,0,0,2,1
9528,61.83307,85,1,11700.78,5931.842515,0,1,1,0
3685,20.5032,71,1,56728.64,2068.674053,1,1,2,0
4275,5.321365,86,2,70250.39,502.9172945,0,0,1,0
4889,1.726822,87,4,24165.62,850.0650584,1,0,1,0
5225,60.89236,32,2,33132.71,5879.484066,0,1,1,1
7472,46.91449,38,1,23142.81,4391.256935,2,1,1,0
3605,2.407697,74,0,30213.21,270.9293518,1,0,0,0
1052,7.25493599,73,1,10842.41,1808.366194,0,0,2,0
4156,5.877819,69,1,18370.06,1060.698386,0,0,2,1
9676,64.28075,30,1,29388.05,5851.532323,1,1,1,0
99,6.998814446,20,1,40211.04,1067.373076,1,0,1,0
7508,71.20362,71,1,83990.65,6015.340909,1,1,2,0
1456,14.26615817,78,1,27235.84,1696.133718,0,1,2,1
7688,54.26571,58,0,20514.4,5274.06662,0,0,2,0
4004,2.198687,71,1,21896.48,410.7935286,0,0,0,0
6866,65.55327,81,1,15094.07,5730.023775,1,1,1,0
4509,4.343093,34,1,22492.61,1137.986536,0,0,2,0
3299,16.41429,88,2,57295.46,1452.568552,1,0,2,0
3799,9.573255,41,1,90486.0,1194.501468,0,0,1,0
4281,3.30098,33,1,13106.6,594.5452132,0,0,1,0
9051,68.59815,56,1,53714.51,5957.424012,0,1,2,0
6462,62.43504,46,0,30122.01,5681.838688,0,1,1,0
7912,49.88118,51,2,44318.03,4361.159098,0,0,1,0
1414,3.847102787,53,1,8657.1,875.8840004,1,0,2,0
540,1.815836226,77,1,36121.33,369.7619068,0,0,1,0
5815,47.96511,84,1,48689.21,4181.676431,0,0,1,1
8199,52.11755,25,1,60460.44,4993.106421,0,0,2,0
3680,13.59261,75,1,22963.6,1803.186158,0,1,1,0
754,6.343374736,84,1,9994.08,1207.841461,2,0,2,0
4196,16.19111,61,0,26393.26,1954.817992,1,0,1,1
2650,2.888303,59,1,27832.64,296.7260391,1,0,2,0
4522,10.32752,62,0,72453.23,1274.789671,0,1,2,0
9519,63.72204,67,1,64695.35,5507.943409,2,1,2,0
3118,11.00718,43,1,44039.11,1373.225547,2,0,1,0
3728,4.078283,55,2,21549.44,426.4255699,0,0,1,0
3886,5.257695,74,1,60135.44,1026.361306,1,0,1,1
7107,59.97805,52,0,18849.08,5464.592624,0,0,1,0
8068,53.32394,60,0,24024.91,4839.528738,1,0,2,0
7325,61.37365,65,2,45020.53,5626.567359,0,1,1,0
8483,37.04844,53,0,20832.66,3715.869075,2,0,2,0
8767,69.59341,68,0,30006.94,6309.777908,1,0,2,0
6500,62.19865,43,0,34617.96,5527.897933,0,1,2,0
8426,48.76309,58,0,5026.38,4409.527019,1,0,1,0
7963,58.58252,26,0,159532.5,5062.276295,0,0,2,1
601,2.437089876,56,0,35089.38,909.6827162,1,0,2,0
9249,66.50393,68,1,173978.0,6605.855412,0,0,1,1
8919,65.32158,30,1,53901.68,5748.685143,1,0,1,1
6814,64.42046,30,0,35375.83,6072.987281,0,1,2,0
5411,61.72165,40,1,9710.42,5563.392672,0,0,2,0
8747,56.19138,36,3,35713.37,5533.878378,0,0,1,0
5522,67.11808,81,1,29516.52,6071.058616,2,0,1,1
1044,14.5875554,78,0,22247.54,1674.078908,0,1,1,0
7334,70.32404,23,1,50865.2,6325.692413,1,0,2,0
1557,10.12123118,19,1,14075.36,1359.631961,1,1,1,0
3739,1.481306,36,1,36616.04,650.9200141,0,0,2,1
3522,3.662342,42,0,23360.41,321.8958659,0,0,2,0
180,15.64596698,67,2,12779.23,1781.854862,1,0,2,0
2115,8.944195,83,0,7521.18,1231.728594,0,0,1,0
1699,15.02077659,76,0,30434.99,1630.020341,1,0,1,0
1379,14.23594392,64,3,71721.17,1507.046722,1,0,2,0
7229,54.38925,44,2,23948.23,4952.728891,0,1,2,0
9143,64.49513,19,1,16897.23,6309.663687,0,0,1,0
618,2.981008475,37,1,29823.06,477.2500925,0,0,2,0
3181,20.3759,38,2,54832.87,1958.648355,0,1,0,0
9851,58.40532,31,2,33331.31,5597.924969,0,0,1,0
1600,14.87053577,49,1,21409.33,1737.873621,0,1,2,0
5963,70.35146,55,1,23572.65,5931.909999,0,0,1,0
1615,7.336939062,25,1,63134.48,952.3729916,1,0,1,0
5920,61.10961,78,0,19755.18,5735.231545,0,1,2,0
9591,50.09713,78,2,32835.55,4970.689824,1,1,1,0
3891,8.752114,37,1,19184.88,1180.747336,1,0,2,0
2083,2.958575,77,0,86877.95,531.0770713,1,0,2,0
4574,31.79027,70,2,69183.29,3575.871459,1,0,2,0
5594,62.79035,89,1,14208.46,5401.505392,0,0,1,0
5121,62.76356,33,1,11810.84,5361.461661,1,0,1,0
4587,3.080084,74,1,51251.01,436.2644992,1,1,1,0
4902,9.648973,24,0,1263.57,1278.614923,0,0,1,1
8252,48.56433,48,2,18498.45,4807.120751,0,0,1,0
5916,44.47594,29,0,114851.2,4735.622867,1,0,2,0
5129,67.18331,73,1,31760.65,5705.264431,0,1,2,1
8334,63.3194,27,2,4498.71,6050.815837,0,1,2,1
1918,15.54170472,49,2,53320.93,2100.288363,2,0,2,0
8330,55.83128,43,1,6825.46,5122.454947,0,0,2,0
5707,56.31481,37,3,19872.48,5401.877883,0,0,1,0
5384,55.75053,23,0,29149.52,5026.107394,0,0,2,0
6336,63.1308,86,2,99342.82,5477.999845,0,1,2,0
2054,2.654262,82,0,9829.71,500.6893216,0,0,2,0
7612,51.40304,82,2,11807.8,4835.577166,0,0,2,0
9209,64.17032,52,1,71957.41,5612.009142,0,1,2,0
3963,7.890442,25,3,20638.11,1593.482092,0,0,1,1
1126,9.510993751,23,0,22032.37,1142.427499,0,0,1,0
3428,4.741795,27,0,31038.27,855.8268713,1,1,2,1
4601,8.093081,48,0,84113.15,1340.469295,0,1,2,0
3721,7.735821,78,1,35738.68,1003.915085,0,0,2,0
2389,2.061636,28,0,57329.53,598.858359,0,1,1,0
1322,2.849622074,48,0,24892.78,592.8646912,1,0,2,0
1603,2.731606393,75,1,4813.52,306.0664281,1,0,2,0
7224,50.34057,25,2,12525.37,4614.576112,1,1,1,0
7425,66.31705,28,0,82784.14,5753.824737,0,0,2,0
4336,21.42226,22,2,96925.17,2520.720283,0,1,1,0
5593,65.49323,74,0,48478.65,6135.141648,0,0,2,0
4411,4.055418,29,2,37947.15,1002.424825,0,0,2,0
5858,69.29855,58,2,27204.24,5995.290634,0,1,2,1
9343,71.46108,88,2,46016.66,6391.040605,0,0,1,0
3991,1.399445,30,1,22227.6,901.9731056,0,0,2,0
6079,56.24027,18,1,23069.81,5182.334759,0,0,1,0
1559,8.249941923,49,1,49781.85,859.8649518,0,0,1,0
4682,7.820202,26,0,40977.93,1553.750811,0,0,2,0
7557,58.31897,25,1,54215.43,5326.224652,0,0,1,0
3772,6.864699,50,2,9467.94,1422.2449,0,0,1,0
8779,58.96403,51,2,29567.14,5534.707356,0,0,2,1
3457,11.84721,57,0,25209.97,1409.472824,0,0,2,1
8383,65.24225,72,1,32596.51,5929.34648,0,1,1,0
1354,4.860645308,76,0,42506.64,742.7794122,0,0,1,0
45,10.377366,44,1,54458.38,1710.689671,0,1,2,0
9872,58.8745,60,0,38120.33,5321.961115,1,0,1,0
748,3.736763788,25,1,59930.95,866.8410599,0,1,1,0
7917,68.82747,79,1,15231.77,5920.786804,1,0,1,0
